date,retweet,text,author
2016-09-18,False,We have got to do everything we can to make sure that Hillary Clinton is elected president. @BernieSanders,HillaryClinton
2016-09-18,False,"Grateful for our brave men and women serving in the @USAirForce and their families. Happy birthday, USAF!https//twitter.com/usairforce/status/777462232623960064",HillaryClinton
2016-09-18,False,"Congratulations on your Emmy, Kate! Big fan of yours, too.",HillaryClinton
2016-09-18,False,Progress is on the ballot.Tolerance is on the ballot.Democracy is on the ballot.Justice is on the ballot.,HillaryClinton
2016-09-18,False,It wasnt so long ago that women faced and took down barriers that can seem ridiculous now. http//hrc.io/2cRbk01,HillaryClinton
2016-09-18,False,"I strongly condemn the apparent terrorist attacks in Minnesota, New Jersey, and New York.",HillaryClinton
2016-09-18,False,"Joel Sollender, WWII veteran and POW, on what it means when he hears Trump insult our vets.",HillaryClinton
2016-09-18,False,Read up on your history. It matters. Weve got to get people to vote. @POTUS http//IWillVote.com,HillaryClinton
2016-09-18,False,So what exactly is Donald Trump hiding from voters? Pretty much everything.,HillaryClinton
2016-09-18,False,"In a normal election, these 126 things would disqualify Trump from becoming presidenthttp//hrc.io/2d8fuhx",HillaryClinton
2016-09-17,False,Presidential.https//twitter.com/realDonaldTrump/status/777284744253812740,HillaryClinton
2016-09-17,False,Lets be clear Nothingincluding an auditis preventing Trump from releasing his tax returns.http//wapo.st/2cqx934,HillaryClinton
2016-09-17,False,"Hillarys been her childhood pen pal, her graduation cheering section, and her friend. Meet Aleatha",HillaryClinton
2016-09-17,False,Take it from @FLOTUS This election is too important to sit out. Register to vote http//IWillVote.com,HillaryClinton
2016-09-17,False,"9 times Donald Trump accused Hillary of doing the terrible things he, himself, actually didhttp//hrc.io/2d5X68Y",HillaryClinton
2016-09-17,False,Its time for Donald Trump to be held to the same standard of disclosure as any other major party nominee.http//hrc.io/2cERULm,HillaryClinton
2016-09-16,False,Its great to be back on the campaign trail.,HillaryClinton
2016-09-16,False,The brave men and women who have served our country deserve better than Donald Trump.,HillaryClinton
2016-09-16,False,126 things Donald Trump has said and done that should disqualify his candidacy http//hrc.io/2cV7ArB,HillaryClinton
2016-09-16,False,"Trumps habit of projecting his actions onto someone else is what 6yearolds call I know you are, but what am I? http//hrc.io/2cV2kE6",HillaryClinton
2016-09-16,False,Donald Trump spent five years lying about @POTUSs citizenship. He cant just take that back.,HillaryClinton
2016-09-16,False,"On November 8, you will decide whether we have a president who believes in science and will fight climate changeor not. @FLOTUS",HillaryClinton
2016-09-16,False,"On National Prisoners of War Remembrance Day, a POW shares what it means when Trump insults veterans.",HillaryClinton
2016-09-16,False,"What Trump should do for once in his life, own up to his mistakes. Apologize to the President, and to the American people.",HillaryClinton
2016-09-16,False,Trump has spent years peddling a racist conspiracy aimed at undermining the first African American president. He cant just take it back.,HillaryClinton
2016-09-16,False,"Again, Trump turns his faults on others. Psychologists call it projecting. Kids call it Im rubber, youre glue.https//twitter.com/HillaryClinton/status/776828281488281600",HillaryClinton
2016-09-16,False,"When Trump tries to deflect blame for denying that @POTUS was born in America, he is lying. http//bit.ly/1Vbp2LJ",HillaryClinton
2016-09-16,False,Leading the birther movement is deplorable. Attempting to say it did a great service to the president who Trump attacked is asinine.,HillaryClinton
2016-09-16,False,"Expressing zero regret for years of pushing a racist conspiracy theory, Trump again appointed himself judge  jury on @POTUSs citizenship.",HillaryClinton
2016-09-16,False,What Trump just did is a disgrace.,HillaryClinton
2016-09-16,False,Donald Trump looks at women and decides how their looks rate on a scale of one to 10.,HillaryClinton
2016-09-16,False,"Barack Obama was born in America, plain and simple.Donald Trump owes him and the American people an apology.",HillaryClinton
2016-09-16,False,The good news is that my pneumonia finally got some Republicans interested in womens health. Hillary,HillaryClinton
2016-09-16,False,"Remember Trump, the BirtherinChief, still refuses to even release his own tax returns and real medical records.",HillaryClinton
2016-09-15,False,President Obamas successor cannot and will not be the man who led the racist birther movement. Period.,HillaryClinton
2016-09-15,False,"When Im under the weather, I can afford to take a few days off. Millions of Americans cant. Hillary in NC todayhttp//hrc.io/2d2f2BH",HillaryClinton
2016-09-15,False,Donald Trump still refuses to admit President Obama was born in the United States.,HillaryClinton
2016-09-15,False,Trump is running the most divisive campaign of our lifetimes.Theres no innuendo or dog whistles anymore. Its all out in the open now.,HillaryClinton
2016-09-15,False,Donald Trump still refuses to say @POTUS was born in America. And this man wants to be our president?When will he stop this ugliness?,HillaryClinton
2016-09-15,False,"America is one nation under God, indivisible, with liberty and justice for all. Not just for people who look or worship a certain way.",HillaryClinton
2016-09-15,False,"Despite what Donald Trump may say, immigrants are not rapists and criminals.",HillaryClinton
2016-09-15,False,No child should have to say goodbye to their parents every morning not knowing if mom or dad will be there when they get home.,HillaryClinton
2016-09-15,False,"Supporting families with paid family leave, earned sick days, and affordable child care isnt a luxuryits a necessity.",HillaryClinton
2016-09-15,False,I intend to close my campaign the way I began my career fighting for kids and families..it will be the passion of my presidency. Hillary,HillaryClinton
2016-09-15,False,"Youre not intruders. Youre our neighbors, our colleagues, our friends, our families...I see you, and I am with you. Hillary to @CHCI",HillaryClinton
2016-09-15,False,"I believe with all my heart that the American Dream is alive, and its big enough for everyone to share its promise. Hillary to @CHCI",HillaryClinton
2016-09-15,False,This is why I do it and this is who Im in it forto make life better for children and families. Hillary,HillaryClinton
2016-09-15,False,Trump gets criticized by a Latino judge calls him a disgrace.A Muslim family he lashes out.A black pastorhttps//twitter.com/kylegriffin1/status/776387558632742912,HillaryClinton
2016-09-15,False,Lets mark the start of Hispanic Heritage Month by celebrating our countrys rich diversity and standing up to bigotry and intolerance. H,HillaryClinton
